img_path,mos
./dataset/train/1s38c4hqnv.jpg,5.36224489796
./dataset/train/nlqpxkfdoh.jpg,5.10824742268
./dataset/train/4prnefc7f6.jpg,5.66183574879
./dataset/train/q79t01irjj.jpg,5.5468164794
./dataset/train/alu08744b5.jpg,6.14338235294
./dataset/train/kym3wsuhz6.jpg,4.38040345821
./dataset/train/0jrjv9btcr.jpg,6.77171215881
./dataset/train/7a50awfha8.jpg,4.99180327869
./dataset/train/m3knat2zfv.jpg,6.65517241379
./dataset/train/ec9z5y4835.jpg,6.80272108844
./dataset/train/qy1cionnz2.jpg,5.78827361564
./dataset/train/lcd5pa3v5m.jpg,5.15384615385
./dataset/train/n0lqkc89he.jpg,6.02040816327
./dataset/train/g5mge26sgy.jpg,5.52808988764
./dataset/train/10rvj41i3b.jpg,5.00666666667
./dataset/train/xwkg48w0ls.jpg,5.07575757576
./dataset/train/id4uaihmy5.jpg,5.0972972973
./dataset/train/lkfg8e4gaw.jpg,6.4431372549
./dataset/train/mrw3jne59n.jpg,5.32512315271
./dataset/train/xtzo4b7tuu.jpg,5.18556701031
./dataset/train/w8fqr6hbp7.jpg,7.21
./dataset/train/rcdpewqd4g.jpg,6.02604166667
./dataset/train/9p3ffx6d3h.jpg,5.6404494382
./dataset/train/4vkdy7r4vf.jpg,5.48663101604
./dataset/train/ix2oejx0g2.jpg,7.02643171806
./dataset/train/gj6fkufy5k.jpg,6.65476190476
./dataset/train/n1egyaevjb.jpg,5.82173913043
./dataset/train/6w0ohgu7jj.jpg,5.9593495935
./dataset/train/4k1p5canth.jpg,6.37121212121
./dataset/train/pavatgolu6.jpg,3.40196078431
./dataset/train/h0u8fl3b4n.jpg,3.89285714286
./dataset/train/j595v2schr.jpg,5.06209150327
./dataset/train/7yntx4h1up.jpg,6.38323353293
./dataset/train/kwen51jifs.jpg,6.66527196653
./dataset/train/ry2sssevre.jpg,5.86842105263
./dataset/train/rix9vuvgbv.jpg,5.31967213115
./dataset/train/9do1wwyqcx.jpg,4.97254901961
./dataset/train/54xxl93piv.jpg,6.44871794872
./dataset/train/865bih9zlg.jpg,6.03448275862
./dataset/train/gsofrk8sa1.jpg,5.775
./dataset/train/focsukg669.jpg,6.77976190476
./dataset/train/x3r7wfnmx7.jpg,6.06211180124
./dataset/train/ix96wr2cuw.jpg,6.26229508197
./dataset/train/20dbcyns5o.jpg,6.19191919192
./dataset/train/craadvx61x.jpg,5.99264705882
./dataset/train/w2f5j3yalk.jpg,4.85625
./dataset/train/xqaq49ds2j.jpg,5.97285067873
./dataset/train/s7knfkmk6z.jpg,5.78148148148
./dataset/train/0sz1qudrrj.jpg,5.46613545817
./dataset/train/5hb3013017.jpg,6.02732240437
./dataset/train/4u9b65els8.jpg,5.73262032086
./dataset/train/mxh1kyzrb6.jpg,5.28140703518
./dataset/train/r3xo1nbbu1.jpg,5.35627530364
./dataset/train/y4hvq7duup.jpg,5.90350877193
./dataset/train/5sc6pvm5h7.jpg,5.6404494382
./dataset/train/dqnccdesyj.jpg,5.15709969789
./dataset/train/heilf9wxge.jpg,5.74324324324
./dataset/train/avpxnzilkv.jpg,7.13716814159
./dataset/train/c0848enbje.jpg,4.50185873606
./dataset/train/t5p1n9atbi.jpg,5.34532374101
./dataset/train/rxm21ho5io.jpg,5.07531380753
./dataset/train/um24yc43e2.jpg,5.50675675676
./dataset/train/1chdpn8to3.jpg,4.78095238095
./dataset/train/3874gkklke.jpg,6.29012345679
./dataset/train/omc8a8t9wy.jpg,5.55944055944
./dataset/train/zn8sbp149i.jpg,6.92814371257
./dataset/train/9czwzd8dxq.jpg,6.44298245614
./dataset/train/sp82zqzcg4.jpg,6.68421052632
./dataset/train/tlwt8oaym5.jpg,6.3152173913
./dataset/train/qr8feh9zcx.jpg,7.34705882353
./dataset/train/xsuy4uhptb.jpg,6.11111111111
./dataset/train/rzw7uam2ni.jpg,6.26442307692
./dataset/train/4xjhoay8j0.jpg,5.68
./dataset/train/tfpnfqrcdw.jpg,6.68773234201
./dataset/train/hqs8konjk8.jpg,5.29411764706
./dataset/train/w0sej9lxk9.jpg,5.58506224066
./dataset/train/p9fw79w7hp.jpg,5.27142857143
./dataset/train/8jv4st3xdg.jpg,5.86069651741
./dataset/train/hmzhzmfu3u.jpg,5.69565217391
./dataset/train/ryyp996kg9.jpg,5.96598639456
./dataset/train/36hxrzwy8b.jpg,5.37867647059
./dataset/train/gzdzvxjq6r.jpg,5.68932038835
./dataset/train/o3rp5e7qqa.jpg,6.73275862069
./dataset/train/d3jwh8v1r8.jpg,6.55428571429
./dataset/train/z2v8yczj0b.jpg,6.17408906883
./dataset/train/loxqd7uoa1.jpg,5.02659574468
./dataset/train/bun79w7lbk.jpg,5.58163265306
./dataset/train/etqtmt6079.jpg,5.42767295597
./dataset/train/flx03ixiuw.jpg,5.76241134752
./dataset/train/n8ar5kam8c.jpg,4.91698113208
./dataset/train/1yhqg20dqo.jpg,5.2731092437
./dataset/train/9vpq7kpjbq.jpg,6.30660377358
./dataset/train/76xj4zgolw.jpg,4.71836734694
./dataset/train/7gd2p1hs2j.jpg,6.12179487179
./dataset/train/rebjb9em6n.jpg,5.76653696498
